claim_id,policy_id,claimant_id,repair_shop_id,policy_start_date,incident_date,claim_report_date,claim_type,damage_area,estimated_repair_cost,incident_city,prior_claims_12m,linked_claims_same_phone,linked_claims_same_repair_shop,claimant_narrative,adjuster_note,fraud_pattern_type,is_suspicious
CLM-00385,POL-1013,CUST-6885,SHOP-004,2024-10-15,2026-01-31,2026-01-31,collision,right side,3917,Quebec City,1,0,2,Another driver struck my vehicle on the right side while I was driving in Quebec City.,Observed damage aligns with reported incident details.,normal,0
CLM-00828,POL-7135,CUST-3600,SHOP-004,2025-11-27,2026-01-17,2026-01-22,vandalism,rear,12274,Gatineau,1,0,43,My parked car was vandalized in Gatineau and the rear was damaged.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00836,POL-1420,CUST-4539,SHOP-019,2024-07-04,2024-08-27,2024-09-01,theft,front,10266,Quebec City,0,1,58,I discovered my vehicle missing in Quebec City and reported it immediately.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00640,POL-7944,CUST-8885,SHOP-023,2025-02-27,2025-03-07,2025-03-08,theft,rear,11759,Sherbrooke,0,0,27,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00786,POL-4094,CUST-1475,SHOP-020,2024-08-17,2025-02-04,2025-02-08,vandalism,front,13606,Gatineau,1,0,36,My parked car was vandalized in Gatineau and the front was damaged.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00431,POL-1408,CUST-7628,SHOP-030,2025-05-26,2025-09-07,2025-09-10,theft,rear,5035,Sherbrooke,1,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00641,POL-9633,CUST-4593,SHOP-023,2024-03-30,2024-04-05,2024-04-09,collision,rear,8180,Longueuil,1,0,27,I was driving in Longueuil when another vehicle hit the rear of my car.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00639,POL-3401,CUST-6247,SHOP-005,2025-02-03,2025-02-11,2025-02-14,theft,front,9615,Gatineau,1,0,35,I discovered my vehicle missing in Gatineau and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00587,POL-7845,CUST-9600,SHOP-014,2025-11-01,2026-01-06,2026-01-11,theft,rear,6445,Longueuil,0,0,2,My car was stolen in Longueuil and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00724,POL-4998,CUST-6385,SHOP-008,2025-01-05,2025-01-14,2025-01-19,theft,front,8887,Laval,1,0,29,I discovered my vehicle missing in Laval and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00613,POL-1155,CUST-9414,SHOP-023,2024-06-08,2024-06-17,2024-06-20,theft,left side,10839,Sherbrooke,1,0,27,My car was stolen in Sherbrooke and later found with damage.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00775,POL-6847,CUST-7833,SHOP-001,2025-04-02,2025-10-15,2025-10-17,vandalism,front,8688,Montreal,1,0,33,My parked car was vandalized in Montreal and the front was damaged.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00413,POL-9151,CUST-3888,SHOP-006,2025-11-17,2025-12-22,2025-12-22,vandalism,left side,2667,Laval,1,0,2,I found damage on the left side of my vehicle while parked in Laval.,Observed damage aligns with reported incident details.,normal,0
CLM-00170,POL-7547,CUST-6432,SHOP-026,2025-03-16,2025-06-08,2025-06-08,collision,left side,2409,Gatineau,0,0,2,I lost control briefly and damaged the left side of my vehicle in Gatineau.,Observed damage aligns with reported incident details.,normal,0
CLM-00827,POL-7513,CUST-9370,SHOP-007,2024-05-25,2025-02-06,2025-02-06,collision,left side,13682,Gatineau,0,0,31,Another driver struck my vehicle on the left side while I was driving in Gatineau.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00597,POL-2436,CUST-2824,SHOP-003,2024-12-14,2026-01-27,2026-01-31,collision,front,4146,Longueuil,0,0,2,I lost control briefly and damaged the front of my vehicle in Longueuil.,Observed damage aligns with reported incident details.,normal,0
CLM-00998,POL-6292,CUST-4698,SHOP-003,2025-02-20,2025-02-25,2025-02-26,collision,front,13503,Gatineau,4,18,73,I was hit on the front while driving in Gatineau.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the rear, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
CLM-00464,POL-1981,CUST-9556,SHOP-007,2025-01-08,2025-10-01,2025-10-02,collision,rear,3029,Quebec City,1,0,2,I lost control briefly and damaged the rear of my vehicle in Quebec City.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00732,POL-8082,CUST-9081,SHOP-009,2024-03-29,2024-04-07,2024-04-12,vandalism,front,7606,Montreal,0,0,37,My parked car was vandalized in Montreal and the front was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00017,POL-4044,CUST-2122,SHOP-020,2024-03-10,2026-03-01,2026-03-02,theft,front,9666,Laval,0,0,2,My car was stolen in Laval and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00187,POL-1848,CUST-7493,SHOP-021,2024-11-08,2025-12-14,2025-12-19,collision,right side,1873,Sherbrooke,0,0,2,I was driving in Sherbrooke when another vehicle hit the right side of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00588,POL-4482,CUST-4041,SHOP-007,2024-03-01,2024-10-04,2024-10-05,theft,right side,8610,Sherbrooke,0,0,2,My car was stolen in Sherbrooke and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00293,POL-7246,CUST-6742,SHOP-019,2025-12-14,2026-01-25,2026-01-28,collision,left side,3454,Laval,0,0,2,I lost control briefly and damaged the left side of my vehicle in Laval.,Claim details and visible damage are coherent.,normal,0
CLM-00297,POL-1086,CUST-2492,SHOP-027,2024-05-28,2025-10-22,2025-10-26,theft,front,5524,Longueuil,0,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00823,POL-6384,CUST-8571,SHOP-022,2025-08-27,2026-02-06,2026-02-10,vandalism,left side,14506,Longueuil,1,0,23,I found damage on the left side of my vehicle while parked in Longueuil.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00067,POL-6061,CUST-8222,SHOP-002,2025-08-16,2025-12-17,2025-12-22,collision,front,3008,Longueuil,1,0,2,I was driving in Longueuil when another vehicle hit the front of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00725,POL-7862,CUST-4764,SHOP-019,2024-05-08,2024-05-18,2024-05-20,theft,rear,11718,Longueuil,1,0,58,I discovered my vehicle missing in Longueuil and reported it immediately.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00595,POL-3792,CUST-2465,SHOP-004,2025-03-21,2025-05-04,2025-05-05,theft,right side,11277,Longueuil,0,0,2,I discovered my vehicle missing in Longueuil and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00579,POL-3890,CUST-5079,SHOP-010,2024-10-19,2025-09-09,2025-09-12,vandalism,rear,2913,Quebec City,0,0,2,I found damage on the rear of my vehicle while parked in Quebec City.,Observed damage aligns with reported incident details.,normal,0
CLM-00378,POL-3159,CUST-2522,SHOP-027,2025-12-16,2026-03-15,2026-03-15,theft,left side,10607,Sherbrooke,1,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00520,POL-1406,CUST-6060,SHOP-018,2025-10-22,2025-12-06,2025-12-11,vandalism,front,2588,Gatineau,0,0,2,My parked car was vandalized in Gatineau and the front was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00049,POL-6003,CUST-1986,SHOP-020,2024-04-11,2024-12-09,2024-12-14,collision,left side,1832,Laval,0,0,2,I was driving in Laval when another vehicle hit the left side of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00842,POL-7755,CUST-4048,SHOP-028,2025-06-15,2025-12-10,2025-12-13,vandalism,right side,12426,Sherbrooke,1,0,31,I found damage on the right side of my vehicle while parked in Sherbrooke.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00621,POL-7551,CUST-9222,SHOP-024,2025-02-02,2025-02-10,2025-02-15,collision,front,7065,Laval,1,0,24,Another driver struck my vehicle on the front while I was driving in Laval.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00958,POL-2246,CUST-5483,SHOP-018,2025-07-13,2025-11-26,2025-11-26,vandalism,left side,3958,Sherbrooke,0,0,34,Another vehicle struck me on the left side in Sherbrooke.,Inspection found primary damage on the front. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00966,POL-6194,CUST-5031,SHOP-010,2025-07-03,2026-02-28,2026-03-03,theft,front,5873,Montreal,1,0,39,Another vehicle struck me on the front in Montreal.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00708,POL-5309,CUST-1491,SHOP-002,2024-12-12,2024-12-15,2024-12-20,collision,left side,11997,Laval,0,0,21,Another driver struck my vehicle on the left side while I was driving in Laval.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00463,POL-7788,CUST-7591,SHOP-009,2025-10-01,2026-03-11,2026-03-14,vandalism,rear,1876,Sherbrooke,0,0,2,I found damage on the rear of my vehicle while parked in Sherbrooke.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00380,POL-6711,CUST-3087,SHOP-017,2024-04-15,2025-07-04,2025-07-09,collision,left side,3777,Sherbrooke,0,0,2,I lost control briefly and damaged the left side of my vehicle in Sherbrooke.,Claim details and visible damage are coherent.,normal,0
CLM-00883,POL-5740,CUST-3317,SHOP-003,2025-06-15,2026-03-13,2026-03-16,collision,right side,3509,Montreal,4,15,73,Another driver struck my vehicle on the right side while I was driving in Montreal.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00105,POL-1726,CUST-6772,SHOP-018,2024-12-12,2026-03-03,2026-03-08,collision,right side,3460,Sherbrooke,0,0,2,I was driving in Sherbrooke when another vehicle hit the right side of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00055,POL-7770,CUST-1888,SHOP-007,2025-06-14,2025-10-14,2025-10-18,theft,right side,11225,Montreal,0,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00128,POL-9498,CUST-4397,SHOP-018,2024-11-28,2025-12-02,2025-12-05,vandalism,right side,2785,Laval,1,0,2,I found damage on the right side of my vehicle while parked in Laval.,Claim details and visible damage are coherent.,normal,0
CLM-00742,POL-5950,CUST-5490,SHOP-015,2024-07-26,2024-08-05,2024-08-10,vandalism,right side,9003,Longueuil,1,0,28,My parked car was vandalized in Longueuil and the right side was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00630,POL-4609,CUST-5855,SHOP-023,2024-10-01,2024-10-07,2024-10-08,collision,rear,9039,Gatineau,0,0,27,I lost control briefly and damaged the rear of my vehicle in Gatineau.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00384,POL-4369,CUST-6187,SHOP-010,2025-08-06,2026-02-25,2026-02-27,theft,left side,5731,Gatineau,0,0,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00661,POL-9133,CUST-9924,SHOP-004,2025-10-10,2025-10-19,2025-10-20,vandalism,front,9872,Quebec City,0,0,43,My parked car was vandalized in Quebec City and the front was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00240,POL-7089,CUST-5269,SHOP-019,2024-10-28,2025-07-22,2025-07-22,theft,front,10196,Gatineau,0,0,2,I discovered my vehicle missing in Gatineau and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00933,POL-7679,CUST-3734,SHOP-017,2025-05-26,2025-08-28,2025-08-28,collision,front,4256,Longueuil,1,0,25,Another vehicle struck me on the front in Longueuil.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00968,POL-2857,CUST-2559,SHOP-009,2024-12-07,2025-06-17,2025-06-17,collision,rear,4184,Montreal,0,0,37,Another vehicle struck me on the rear in Montreal.,Inspection found primary damage on the right side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00987,POL-7152,CUST-9772,SHOP-003,2024-04-03,2024-04-07,2024-04-09,vandalism,rear,11778,Laval,3,15,73,I was hit on the rear while driving in Laval.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the right side, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
CLM-00140,POL-1911,CUST-8429,SHOP-005,2025-06-09,2026-02-06,2026-02-09,vandalism,front,4088,Quebec City,1,0,2,My parked car was vandalized in Quebec City and the front was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00542,POL-9866,CUST-3385,SHOP-005,2025-04-25,2025-10-30,2025-11-03,theft,left side,8021,Montreal,0,0,2,My car was stolen in Montreal and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00755,POL-7525,CUST-1719,SHOP-023,2025-12-22,2026-02-06,2026-02-08,vandalism,front,11027,Montreal,1,0,27,I found damage on the front of my vehicle while parked in Montreal.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00927,POL-6890,CUST-7241,SHOP-003,2025-05-17,2026-01-25,2026-01-30,theft,right side,5732,Quebec City,2,21,73,I discovered my vehicle missing in Quebec City and reported it immediately.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00684,POL-4911,CUST-2078,SHOP-018,2024-04-13,2024-04-17,2024-04-19,vandalism,right side,9847,Quebec City,0,1,34,My parked car was vandalized in Quebec City and the right side was damaged.,Limited visible damage. Estimate appears elevated given observed condition.,early_policy,1
CLM-00884,POL-3099,CUST-7054,SHOP-019,2025-04-29,2025-06-30,2025-06-30,theft,left side,8416,Laval,4,15,58,I discovered my vehicle missing in Laval and reported it immediately.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00489,POL-3525,CUST-2975,SHOP-010,2025-05-17,2026-01-23,2026-01-28,theft,rear,7941,Sherbrooke,0,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00976,POL-4080,CUST-4977,SHOP-016,2025-05-15,2025-11-01,2025-11-04,collision,left side,1512,Quebec City,1,0,21,Another vehicle struck me on the left side in Quebec City.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00306,POL-9041,CUST-3996,SHOP-025,2025-06-07,2025-11-27,2025-11-30,collision,rear,2021,Gatineau,1,0,2,I lost control briefly and damaged the rear of my vehicle in Gatineau.,Claim details and visible damage are coherent.,normal,0
CLM-00351,POL-6395,CUST-8359,SHOP-018,2024-05-14,2025-01-10,2025-01-15,collision,rear,2365,Longueuil,0,0,2,I lost control briefly and damaged the rear of my vehicle in Longueuil.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00199,POL-2276,CUST-7108,SHOP-004,2025-05-29,2025-07-24,2025-07-25,collision,front,3442,Montreal,1,0,2,I lost control briefly and damaged the front of my vehicle in Montreal.,Observed damage aligns with reported incident details.,normal,0
CLM-00799,POL-9886,CUST-4522,SHOP-020,2025-05-13,2025-11-12,2025-11-16,collision,right side,14181,Sherbrooke,1,0,36,Another driver struck my vehicle on the right side while I was driving in Sherbrooke.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00459,POL-2875,CUST-6531,SHOP-006,2024-01-21,2025-08-24,2025-08-26,collision,right side,3230,Gatineau,1,0,2,I lost control briefly and damaged the right side of my vehicle in Gatineau.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00541,POL-7897,CUST-8887,SHOP-024,2025-09-27,2026-02-17,2026-02-18,collision,rear,1980,Montreal,0,0,2,I lost control briefly and damaged the rear of my vehicle in Montreal.,Claim details and visible damage are coherent.,normal,0
CLM-00813,POL-3500,CUST-4094,SHOP-025,2024-05-31,2025-01-27,2025-01-29,collision,front,9885,Gatineau,0,0,28,I was driving in Gatineau when another vehicle hit the front of my car.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00006,POL-4483,CUST-9179,SHOP-013,2025-10-20,2026-01-16,2026-01-17,theft,rear,7020,Sherbrooke,1,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00568,POL-3034,CUST-9759,SHOP-024,2025-02-04,2025-05-31,2025-05-31,vandalism,front,2919,Laval,1,0,2,I found damage on the front of my vehicle while parked in Laval.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00312,POL-7746,CUST-2986,SHOP-012,2025-11-26,2026-03-13,2026-03-14,vandalism,rear,2965,Longueuil,1,0,2,I found damage on the rear of my vehicle while parked in Longueuil.,Claim details and visible damage are coherent.,normal,0
CLM-00248,POL-7862,CUST-2718,SHOP-017,2025-09-24,2025-11-23,2025-11-25,collision,front,3838,Laval,0,0,2,I lost control briefly and damaged the front of my vehicle in Laval.,Claim details and visible damage are coherent.,normal,0
CLM-00119,POL-4342,CUST-6573,SHOP-020,2024-05-27,2025-05-12,2025-05-17,theft,left side,8266,Laval,1,0,2,My car was stolen in Laval and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00042,POL-2419,CUST-5569,SHOP-029,2025-04-06,2025-09-07,2025-09-10,vandalism,right side,2877,Montreal,1,0,2,I found damage on the right side of my vehicle while parked in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00768,POL-2636,CUST-8713,SHOP-018,2025-12-04,2026-02-22,2026-02-27,collision,right side,14334,Quebec City,0,1,34,I was driving in Quebec City when another vehicle hit the right side of my car.,"Observed damage appears moderate, but submitted estimate is unusually high.",inflated_repair,1
CLM-00298,POL-9536,CUST-5693,SHOP-023,2025-09-03,2025-10-17,2025-10-18,vandalism,right side,3298,Montreal,0,0,2,I found damage on the right side of my vehicle while parked in Montreal.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00271,POL-6668,CUST-8301,SHOP-008,2025-10-19,2026-02-04,2026-02-08,collision,front,3114,Quebec City,0,0,2,I lost control briefly and damaged the front of my vehicle in Quebec City.,Observed damage aligns with reported incident details.,normal,0
CLM-00852,POL-8449,CUST-9978,SHOP-003,2025-02-02,2025-10-19,2025-10-19,vandalism,front,3185,Laval,3,21,73,My parked car was vandalized in Laval and the front was damaged.,Claim linked to multiple prior files sharing the same contact number and repair shop.,repeated_entity,1
CLM-00538,POL-1546,CUST-7183,SHOP-011,2025-12-11,2026-01-18,2026-01-19,collision,right side,1724,Longueuil,1,0,2,I was driving in Longueuil when another vehicle hit the right side of my car.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00216,POL-3872,CUST-7199,SHOP-010,2025-12-06,2026-02-11,2026-02-12,collision,front,4146,Quebec City,0,0,2,I was driving in Quebec City when another vehicle hit the front of my car.,Claim details and visible damage are coherent.,normal,0
CLM-00637,POL-7314,CUST-3414,SHOP-012,2025-11-02,2025-11-09,2025-11-10,vandalism,right side,9953,Quebec City,0,0,16,My parked car was vandalized in Quebec City and the right side was damaged.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00147,POL-7688,CUST-3444,SHOP-010,2025-01-20,2025-05-24,2025-05-28,theft,rear,11957,Laval,1,0,2,My car was stolen in Laval and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00660,POL-7113,CUST-3898,SHOP-018,2025-09-01,2025-09-04,2025-09-05,theft,right side,10369,Sherbrooke,1,0,34,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00575,POL-8020,CUST-4990,SHOP-020,2024-03-22,2024-06-21,2024-06-22,theft,right side,7429,Laval,0,0,2,I discovered my vehicle missing in Laval and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00942,POL-9977,CUST-6416,SHOP-021,2025-11-11,2026-01-21,2026-01-25,collision,left side,3932,Laval,0,0,27,Another vehicle struck me on the left side in Laval.,Inspection found primary damage on the rear. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00435,POL-7809,CUST-8249,SHOP-010,2024-06-16,2025-09-23,2025-09-28,theft,rear,11844,Gatineau,0,0,2,My car was stolen in Gatineau and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00497,POL-5930,CUST-8592,SHOP-005,2025-04-30,2026-01-01,2026-01-01,collision,rear,2424,Sherbrooke,1,0,2,I lost control briefly and damaged the rear of my vehicle in Sherbrooke.,Observed damage aligns with reported incident details.,normal,0
CLM-00868,POL-8677,CUST-5025,SHOP-003,2024-05-13,2025-10-23,2025-10-25,vandalism,front,2197,Montreal,4,21,73,My parked car was vandalized in Montreal and the front was damaged.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00642,POL-4973,CUST-4452,SHOP-027,2024-08-17,2024-08-26,2024-08-31,collision,front,8295,Quebec City,0,0,28,Another driver struck my vehicle on the front while I was driving in Quebec City.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00498,POL-5830,CUST-7418,SHOP-002,2024-12-07,2025-01-10,2025-01-10,vandalism,right side,3202,Quebec City,1,0,2,My parked car was vandalized in Quebec City and the right side was damaged.,Observed damage aligns with reported incident details.,normal,0
CLM-00112,POL-5264,CUST-8311,SHOP-007,2025-09-18,2025-12-30,2026-01-04,theft,rear,6004,Laval,0,1,2,I discovered my vehicle missing in Laval and reported it immediately.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00586,POL-7743,CUST-2456,SHOP-004,2025-10-13,2026-02-08,2026-02-09,theft,rear,11129,Quebec City,1,0,2,My car was stolen in Quebec City and later found with damage.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00447,POL-5617,CUST-3814,SHOP-029,2025-07-04,2025-08-04,2025-08-09,collision,rear,3865,Sherbrooke,1,0,2,I lost control briefly and damaged the rear of my vehicle in Sherbrooke.,Claim details and visible damage are coherent.,normal,0
CLM-00188,POL-9510,CUST-8291,SHOP-001,2024-01-09,2026-01-20,2026-01-22,collision,right side,2041,Quebec City,0,0,2,I was driving in Quebec City when another vehicle hit the right side of my car.,Observed damage aligns with reported incident details.,normal,0
CLM-00564,POL-4005,CUST-2565,SHOP-013,2025-12-16,2026-01-20,2026-01-21,collision,left side,3702,Longueuil,0,0,2,Another driver struck my vehicle on the left side while I was driving in Longueuil.,Claim details and visible damage are coherent.,normal,0
CLM-00522,POL-8160,CUST-3957,SHOP-014,2024-01-25,2025-08-17,2025-08-19,theft,left side,5745,Montreal,0,0,2,My car was stolen in Montreal and later found with damage.,Observed damage aligns with reported incident details.,normal,0
CLM-00441,POL-5932,CUST-5447,SHOP-022,2025-12-15,2026-03-01,2026-03-01,vandalism,left side,2088,Montreal,0,0,2,I found damage on the left side of my vehicle while parked in Montreal.,Observed damage aligns with reported incident details.,normal,0
CLM-00944,POL-7551,CUST-7869,SHOP-019,2024-12-05,2025-06-06,2025-06-06,collision,rear,4352,Quebec City,0,0,58,Another vehicle struck me on the rear in Quebec City.,Inspection found primary damage on the left side. Damage pattern does not match the claimant statement.,narrative_inconsistency,1
CLM-00054,POL-6403,CUST-7744,SHOP-023,2025-05-22,2025-11-15,2025-11-20,theft,front,8725,Montreal,1,0,2,I discovered my vehicle missing in Montreal and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00365,POL-6393,CUST-9635,SHOP-014,2025-06-21,2025-09-12,2025-09-17,collision,front,2247,Gatineau,0,0,2,I lost control briefly and damaged the front of my vehicle in Gatineau.,Claim details and visible damage are coherent.,normal,0
CLM-00349,POL-7445,CUST-3572,SHOP-001,2024-12-21,2026-01-05,2026-01-07,theft,left side,6934,Gatineau,1,0,2,My car was stolen in Gatineau and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00920,POL-8521,CUST-9804,SHOP-014,2024-05-29,2025-03-15,2025-03-19,collision,left side,2009,Quebec City,3,15,56,I was driving in Quebec City when another vehicle hit the left side of my car.,Repeated entity pattern detected across recent claims.,repeated_entity,1
CLM-00261,POL-9260,CUST-3205,SHOP-016,2024-01-05,2025-07-31,2025-08-05,collision,right side,3896,Quebec City,0,0,2,Another driver struck my vehicle on the right side while I was driving in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00224,POL-1731,CUST-5313,SHOP-015,2025-04-21,2025-10-02,2025-10-03,theft,front,6238,Sherbrooke,0,0,2,My car was stolen in Sherbrooke and later found with damage.,Claim details and visible damage are coherent.,normal,0
CLM-00787,POL-7066,CUST-1372,SHOP-024,2025-09-07,2026-01-14,2026-01-18,vandalism,rear,10400,Quebec City,1,0,24,My parked car was vandalized in Quebec City and the rear was damaged.,Repair estimate is significantly above expected range for the reported damage.,inflated_repair,1
CLM-00180,POL-8231,CUST-9951,SHOP-007,2025-03-11,2025-06-01,2025-06-06,vandalism,rear,3019,Montreal,1,0,2,I found damage on the rear of my vehicle while parked in Montreal.,Observed damage aligns with reported incident details.,normal,0
CLM-00103,POL-5772,CUST-8032,SHOP-001,2025-09-21,2026-01-19,2026-01-20,vandalism,right side,2267,Sherbrooke,0,0,2,I found damage on the right side of my vehicle while parked in Sherbrooke.,Damage appears consistent with claimant statement. Estimate is within expected range.,normal,0
CLM-00218,POL-6742,CUST-5205,SHOP-026,2024-04-20,2024-05-21,2024-05-21,theft,right side,11001,Quebec City,0,0,2,I discovered my vehicle missing in Quebec City and reported it immediately.,Observed damage aligns with reported incident details.,normal,0
CLM-00994,POL-2073,CUST-3318,SHOP-019,2025-02-13,2025-02-23,2025-02-27,theft,rear,12784,Gatineau,4,21,58,I was hit on the rear while driving in Gatineau.,"Claim reported shortly after policy start. Estimate is unusually high. Observed damage on the front, inconsistent with claimant statement. Repair shop is linked to several flagged claims.",mixed,1
CLM-00329,POL-8168,CUST-5828,SHOP-018,2025-12-14,2026-03-16,2026-03-17,vandalism,rear,4026,Longueuil,1,0,2,I found damage on the rear of my vehicle while parked in Longueuil.,Observed damage aligns with reported incident details.,normal,0
CLM-00075,POL-3854,CUST-5347,SHOP-002,2024-05-09,2025-08-13,2025-08-17,collision,front,3750,Quebec City,1,0,2,Another driver struck my vehicle on the front while I was driving in Quebec City.,Claim details and visible damage are coherent.,normal,0
CLM-00467,POL-2375,CUST-6143,SHOP-020,2024-11-01,2026-02-17,2026-02-17,theft,left side,10502,Sherbrooke,0,0,2,I discovered my vehicle missing in Sherbrooke and reported it immediately.,Claim details and visible damage are coherent.,normal,0
CLM-00702,POL-8925,CUST-7168,SHOP-016,2025-09-12,2025-09-14,2025-09-16,vandalism,left side,8898,Sherbrooke,1,0,21,I found damage on the left side of my vehicle while parked in Sherbrooke.,Claim filed shortly after policy inception. Damage appears less severe than estimated cost suggests.,early_policy,1
CLM-00158,POL-8790,CUST-5441,SHOP-002,2024-03-17,2026-03-17,2026-03-19,vandalism,front,2534,Longueuil,0,0,2,My parked car was vandalized in Longueuil and the front was damaged.,Claim details and visible damage are coherent.,normal,0
